Project_Name,Primary_Environmental_Mechanism,Procedure,Environmental_Aspect,Obligation_Number,Obligation,Accountability,Responsibility,ProjectPhase,Action_DueDate,Close_Out_Date,Status,Supporting_Information,General_Comments,Compliance_Comments,NonConformance_Comments,Evidence,PersonEmail,Recurring_Obligation,Recurring_Frequency,Recurring_Status,Recurring_Forcasted_Date,Inspection,Inspection_Frequency,Site_or_Desktop,"New_Control_action_required ",Obligation_type
SCJV - Pilbara Ports,Portside CEMP,,Hazardous Substances and Hydrocarbon Management,PCEMP-132,"Leaking vehicles must be reported and serviced before returning to the construction area. Where vehicles, equipment or containment showing evidence of leakage or wear; record in pre-start checklist, record as correction action, service vehicles, equipment and plant as per manufacturers specifications, repair and containment where applicable.",SCJV,SCJV - Construction Supervisor,During Construction,1/1/2027,,Not Started,Servicing,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,As required,Site,,Site based
SCJV - Pilbara Ports,Portside CEMP,,Hazardous Substances and Hydrocarbon Management,PCEMP-133,Contaminated soils from spills on unsealed land shall be removed to prevent further contamination.,SCJV,SCJV - Lead Environmental Advisor,During Construction,1/1/2027,,Not Started,Servicing,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,As required,Site,,Site based
SCJV - Pilbara Ports,Portside CEMP,,Hazardous Substances and Hydrocarbon Management,PCEMP-134,"Servicing of vehicles must be kept up to date at all times, and in the case of a vehicle or plant being overdue for servicing, it is to be tagged out of operation until a service has been conducted.",SCJV,SCJV - Construction Supervisor,During Construction,1/1/2027,,Not Started,Servicing,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Weekly,Site,,Site based
SCJV - Pilbara Ports,Portside CEMP,,Hazardous Substances and Hydrocarbon Management,PCEMP-135,Equipment servicing will take place in designated areas. Field servicing will be undertaken in a manner that facilitates containment of all hydrocarbons and chemicals.,SCJV,SCJV - Construction Supervisor,During Construction,1/1/2027,,Not Started,Servicing,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,As required,Site,,Site based
SCJV - Pilbara Ports,Portside CEMP,,Hazardous Substances and Hydrocarbon Management,PCEMP-136,"Appropriate licences and management controls shall be in place for the transport, handling, storage and disposal of DGs in Minor Storage, Placarding and Manifest quantities prior to the delivery and activity being undertaken. All DGs shall be handled and transported in accordance with the Dangerous Goods Safety Act 2004, Australian Dangerous Goods Code and other supporting regulations. The driver and vehicle must be licenced to carry hazardous materials (HazMat�s) and DG (if applicable volumes are reached).",SCJV,SCJV - Commercial Manager,During Construction,1/1/2027,,Not Started,Hazmat and Dangerous Goods (DGs),,"Verify compliance through inspections, audits, reporting and training.",,,,No,,,,Yes,Monthly,Site,,Site based
SCJV - Pilbara Ports,Portside CEMP,,Hazardous Substances and Hydrocarbon Management,PCEMP-137,All HazMat�s will be correctly labelled in compliance with National Code of Practice for the Labelling of Workplace Substances NOHSC 2012:1994 to allow substances to be used in the safest manner that shall protect the environment. Signage shall be in accordance with Australian standard AS1319.,SCJV,SCJV - HSSE Manager,During Construction,1/1/2027,,Not Started,Hazmat and Dangerous Goods (DGs),,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Weekly,Site,,Site based
SCJV - Pilbara Ports,Portside CEMP,,Hazardous Substances and Hydrocarbon Management,PCEMP-138,HazMat�s and DG storage areas to be restricted access.,SCJV,SCJV - Construction Supervisor,During Construction,1/1/2027,,Not Started,Hazmat and Dangerous Goods (DGs),,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Monthly,Site,,Site based
SCJV - Pilbara Ports,Portside CEMP,,Hazardous Substances and Hydrocarbon Management,PCEMP-139,"Inspections are to be undertaken of storage areas regularly. Where general containment standards and storage requirements are not being met; record as a corrective action or incident, rectify the issue with the responsible party.",SCJV,SCJV - Lead Environmental Advisor,During Construction,1/1/2027,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Weekly,Desktop,,Monitoring
SCJV - Pilbara Ports,Portside CEMP,,Hazardous Substances and Hydrocarbon Management,PCEMP-140,Any solid or liquid waste and wastewater incidents resulting in offsite impacts will be reported to the Environment and Heritage Manager (or their representative) as soon as possible.,SCJV,SCJV - Construction Supervisor,During Construction,1/1/2027,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,As required,Site,,Incident response
SCJV - Pilbara Ports,Portside CEMP,,Hazardous Substances and Hydrocarbon Management,PCEMP-141,Pollution incidents will be reported to the EPA�s Pollution Hotline within 24 hours of the incident occurring.,SCJV,OWNER Environment and Heritage Manager,During Construction,1/1/2027,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,As required,Desktop,Y,Incident response
SCJV - Pilbara Ports,Portside CEMP,PPA Port of Dampier Handbook,Hazardous Substances and Hydrocarbon Management,PCEMP-142,"If spillages of hydrocarbons occur into water within Port Limits, PPA must be immediately notified as per the Port of Dampier Handbook. A Marine Pollution Report (POLREP) shall be submitted to PPA within 24 hours of the spill occurring.",SCJV,SCJV - Lead Environmental Advisor,Throughout the project,1/1/2027,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,,,Desktop,Y,Incident response
SCJV - Pilbara Ports,Portside CEMP,,Hazardous Substances and Hydrocarbon Management,PCEMP-143,"Where spill is inadequately cleaned up, leaving unreported contaminated soils / water or improper disposal; provide additional training to personnel on clean-up and notification procedures, update incident report, rectify spill remediation and the handling of HazMat�s and DGs.",SCJV,SCJV - Lead Environmental Advisor,During Construction,1/1/2027,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,As required,Site,,Incident response
SCJV - Pilbara Ports,Portside CEMP,,Hazardous Substances and Hydrocarbon Management,PCEMP-144,"Where evidence of maintenance or refueling of vehicles, plant machinery and equipment not occurring in designated areas or with adequate controls; record as corrective action or incident if required, reiterate to personnel involved in this aspect of works, tag out of operation until servicing is complete.",SCJV,SCJV - Lead Environmental Advisor,During Construction,1/1/2027,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,As required,Site,,Incident response
SCJV - Pilbara Ports,Portside CEMP,,Waste Management,PCEMP-145,Solid waste storage areas will be provided on site. All waste will be segregated to maximise reuse and recycling.,SCJV,SCJV - Lead Environmental Advisor,During Construction,1/1/2027,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Weekly,Site,,Site based
SCJV - Pilbara Ports,Portside CEMP,,Waste Management,PCEMP-146,Solid wastes will be stored in a way that does not attract vermin or native fauna. Bins and skips (with lids) will be labelled and maintained to hold the intended waste stream securely.,SCJV,SCJV - Lead Environmental Advisor,During Construction,1/1/2027,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Weekly,Site,,Site based
SCJV - Pilbara Ports,Portside CEMP,,Waste Management,PCEMP-147,If not treated or reused on site-controlled waste will be removed off site by a licensed controller and waste carrier.,SCJV,SCJV - Lead Environmental Advisor,During Construction,1/1/2027,,Not Started,waste records,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Monthly,Desktop,,Site based
SCJV - Pilbara Ports,Portside CEMP,,Waste Management,PCEMP-148,The PROJECT site will be kept clean and tidy at all times and litter and waste will be deposited into appropriate litter or recycling bins at the PROJECT�s nominated waste collection areas.,SCJV,SCJV - Construction Supervisor,During Construction,1/1/2027,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Weekly,Site,,Site based
SCJV - Pilbara Ports,Portside CEMP,,Waste Management,PCEMP-149,Recycling of as many materials as possible will be done to reduce waste to landfill.,SCJV,SCJV - Lead Environmental Advisor,During Construction,1/1/2027,,Not Started,waste records,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Monthly,Desktop,,Site based
SCJV - Pilbara Ports,Portside CEMP,,Waste Management,PCEMP-150,Containment measures shall be implemented to reduce windswept waste from leaving site.,SCJV,SCJV - Construction Supervisor,During Construction,1/1/2027,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Monthly,Site,,Site based
SCJV - Pilbara Ports,Portside CEMP,,Waste Management,PCEMP-151,Weather conditions will be included in daily pre-start meetings.,SCJV,SCJV - Construction Supervisor,During Construction,1/1/2027,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Daily,Site,,Site based
SCJV - Pilbara Ports,Portside CEMP,,Waste Management,PCEMP-152,"Following severe weather events, drains will be inspected and solid wastes will be removed via vac truck.",SCJV,SCJV - Lead Environmental Advisor,During Construction,10/1/2027,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Extreme Weather,Site,,Site based
SCJV - Pilbara Ports,Portside CEMP,,Waste Management,PCEMP-153,Smoking only permitted in PPA�s designated smoking areas.,SCJV,SCJV - Construction Supervisor,During Construction,1/1/2027,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Weekly,Site,,Site based
SCJV - Pilbara Ports,Portside CEMP,,Waste Management,PCEMP-154,"Where testing is required to verify classifications for soils or other wastes, NATA laboratory will be used.",SCJV,SCJV - Project Environmental Representative,Throughout the project,1/1/2027,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,No,,Desktop,,Procurement
SCJV - Pilbara Ports,Portside CEMP,,Waste Management,PCEMP-155,"CONTRACTOR to only operate ablutions facilities after approval by the local Council, including high level alarms, minimum capacity of belly tanks to comply with site population and site situation, etc.",SCJV,SCJV - Commercial Manager,Throughout the project,1/1/2027,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,As required,Site,,Site based
SCJV - Pilbara Ports,Portside CEMP,,Waste Management,PCEMP-156,Regular services of the ablutions facility will be established with the licenced waste contractor dependent on forecast waste and on-site levels.,SCJV,SCJV - Commercial Manager,Throughout the project,1/1/2027,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,As required,Site,,Procurement
SCJV - Pilbara Ports,Portside CEMP,,Waste Management,PCEMP-157,Ensure that controlled waste meets specific criteria for transportation before the Carrier transports the waste.,SCJV,SCJV - Lead Environmental Advisor,During Construction,1/1/2027,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Monthly,Site,,Site based
SCJV - Pilbara Ports,Portside CEMP,,Waste Management,PCEMP-158,"Provide accurate information to the carrier regarding the category, quantity and type of controlled waste.",SCJV,SCJV - Construction Supervisor,During Construction,1/1/2027,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Monthly,Site,,Site based
SCJV - Pilbara Ports,Portside CEMP,,Waste Management,PCEMP-159,Ensure that Packaged Controlled Waste is provided to the carrier in a container compatible with the waste being transported.,SCJV,SCJV - Lead Environmental Advisor,During Construction,1/1/2027,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Monthly,Site,,Site based
SCJV - Pilbara Ports,Portside CEMP,,Waste Management,PCEMP-160,All vehicle loads will be securely bound to minimise roadside litter. Loads must be secure and trays free from litter / waste. Vehicles that do not comply will not be permitted entry until rectified.,SCJV,SCJV - Lead Environmental Advisor,Throughout the project,1/1/2027,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Weekly,Site,,Site based
SCJV - Pilbara Ports,Portside CEMP,,Waste Management,PCEMP-161,"A material tracking system will be implemented on the PROJECT to keep accurate qualitative, quantitative and spatial records of waste soil stored on and moving on or off the PROJECT site.",SCJV,SCJV - Lead Environmental Advisor,Prior to Construction,1/1/2027,,Completed,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Weekly,Desktop,,Monitoring
SCJV - Pilbara Ports,Portside CEMP,,Waste Management,PCEMP-162,Services and volumes of sewage removed from the PROJECT will be recorded within the MTS and reported on a monthly basis.,SCJV,SCJV - Lead Environmental Advisor,Throughout the project,1/1/2027,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Monthly,Desktop,,Reporting
SCJV - Pilbara Ports,Portside CEMP,,Waste Management,PCEMP-163,A Waste Tracking Register is to be maintained to record all waste removed from site.,SCJV,SCJV - Lead Environmental Advisor,Throughout the project,1/1/2027,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Monthly,Desktop,,Monitoring
SCJV - Pilbara Ports,Portside CEMP,,Waste Management,PCEMP-164,Inspections of waste storage will be undertaken daily.,SCJV,SCJV - Lead Environmental Advisor,Throughout the project,1/1/2027,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Daily,Desktop,,Monitoring
SCJV - Pilbara Ports,Portside CEMP,,Waste Management,PCEMP-165,"Records kept of waste leaving site (Waste tracking register) such as waste type, volume, weights and dates.",SCJV,SCJV - Lead Environmental Advisor,Throughout the project,1/1/2027,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Weekly,Desktop,,Reporting
SCJV - Pilbara Ports,Portside CEMP,,Artificial Light Management,PCEMP-166,"Lighting will be kept low, shielded and directional and away from water where possible to minimise horizon glow.","SCJV - during construction
Perdaman - during operations",SCJV - Lead Environmental Advisor,Throughout the project,1/1/2027,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Daily,Site,,Site based
SCJV - Pilbara Ports,Portside CEMP,,Artificial Light Management,PCEMP-167,The use of white lights will be avoided.,"SCJV - during construction
Perdaman - during operations",SCJV - Lead Environmental Advisor,Throughout the project,1/1/2027,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Weekly,Site,,Site based
SCJV - Pilbara Ports,Portside CEMP,,Artificial Light Management,PCEMP-168,Light intensity in nearshore areas will be minimised as far as practicable.,"SCJV - during construction
Perdaman - during operations",SCJV - Lead Environmental Advisor,Throughout the project,1/1/2027,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Weekly,Site,,Site based
SCJV - Pilbara Ports,Portside CEMP,,Artificial Light Management,PCEMP-169,Perimeter and internal lighting shall be facing inwards towards the centre of the work area.,"SCJV - during construction
Perdaman - during operations",SCJV - Lead Environmental Advisor,Throughout the project,1/1/2027,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Daily,Site,,Site based
SCJV - Pilbara Ports,Portside CEMP,,Artificial Light Management,PCEMP-170,Construction lighting will not be aimed upwards.,SCJV,SCJV - Construction Supervisor,During Construction,1/1/2027,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Daily,Site,,Site based
SCJV - Pilbara Ports,Portside CEMP,,Artificial Light Management,PCEMP-171,"If lighting is required to be facing to the PDE exterior, it must focus on the specific work area and controlled using louvres or shields.","SCJV - during construction
Perdaman - during operations",SCJV - Lead Environmental Advisor,Throughout the project,1/1/2027,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,As required,Site,,Site based
SCJV - Pilbara Ports,Portside CEMP,,Artificial Light Management,PCEMP-172,Specialist operational lighting that is not providing general lighting to an area will only be active during times when the specific operations are taking place.,"SCJV - during construction
Perdaman - during operations",SCJV - Engineering Manager,Design and Construction,1/1/2027,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,As required,Site,,Site based
SCJV - Pilbara Ports,Portside CEMP,,Artificial Light Management,PCEMP-173,Lighting will be organized and operated to minimise excessive illumination.,"SCJV - during construction
Perdaman - during operations",SCJV - Engineering Manager,Design and Construction,1/1/2027,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Weekly,Site,,Design
SCJV - Pilbara Ports,Portside CEMP,,Artificial Light Management,PCEMP-174,"Where practical and safe to do so, dimming or complete switch off of specific lighting shall occur where the traffic flows or tasks decrease or cease.","SCJV - during construction
Perdaman - during operations",SCJV - Engineering Manager,Throughout the project,1/1/2027,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Weekly,Site,,Site based
SCJV - Pilbara Ports,Portside CEMP,,Artificial Light Management,PCEMP-175,Photo-electric cell sensors to be installed on all outdoor lighting.,"SCJV - during construction
Perdaman - during operations",SCJV - Engineering Manager,Design and Construction,1/1/2107,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Weekly,Site,,Design
SCJV - Pilbara Ports,Portside CEMP,,Artificial Light Management,PCEMP-176,Ensure lamps maintain light output to Australian Standard and Building Code of Australia maintenance levels.,"SCJV - during construction
Perdaman - during operations",SCJV - Engineering Manager,Throughout the project,1/1/2107,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Weekly,Site,,Site based
SCJV - Pilbara Ports,Portside CEMP,,Artificial Light Management,PCEMP-177,Energy consumption of Project luminaires to be recorded.,"SCJV - during construction
Perdaman - during operations",SCJV - Lead Environmental Advisor,Throughout the project,1/1/2107,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Weekly,Desktop,,Reporting
SCJV - Pilbara Ports,Portside CEMP,,Artificial Light Management,PCEMP-178,Position luminaries to directly focus on intended target.,"SCJV - during construction
Perdaman - during operations",SCJV - Lead Environmental Advisor,Throughout the project,1/1/2107,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Weekly,Site,,Site based
SCJV - Pilbara Ports,Portside CEMP,,Artificial Light Management,PCEMP-179,Select lighting with beam characteristics applicable to the task.,"SCJV - during construction
Perdaman - during operations",SCJV - Lead Environmental Advisor,Throughout the project,1/1/2107,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Weekly,Site,,Site based
SCJV - Pilbara Ports,Portside CEMP,,Artificial Light Management,PCEMP-180,Decrease luminance to minimum safe operating levels.,"SCJV - during construction
Perdaman - during operations",SCJV - Lead Environmental Advisor,Throughout the project,1/1/2107,,Not Started,,,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Weekly,Site,,Site based
SCJV - Pilbara Ports,Portside CEMP,,Audits and Inspections,PCEMP-181,Scheduled and regular workplace inspections will be undertaken in accordance with the CONTRACTOR HSSE Workplace Inspection Work Instruction (0000-ZA-E-02929) to identify potential environmental hazards and to initiate corrective actions to ensure compliance with this plan.,SCJV,SCJV - Lead Environmental Advisor,Throughout the project,1/1/2107,,Not Started,". Inspections will aim to identify and record, as a minimum:
�	Environmental site conditions;
�	Compliance to relevant conditions and licences;
�	Review of relevant legislative requirements, approvals and conditions;
�	Incident and non-conformances;
�	PROJECT environmental objectives and targets;
�	Management measures of environmental aspects detailed within the issue specific environmental management plans;
�	Hazardous materials storage and handling;
�	Refuelling activities;
�	Spills, leaks and contaminated ground;
�	Dust management;
�	Trench management;
�	Subcontractor inspection regime and non-conformance management;
�	Noise management;
�	Stormwater management including sediment basins and ponds;
�	Waste management (liquid and solid); and
�	Leading indicators (audits and inspections, and training undertaken and planned).",,"Verify compliance through inspections, audits and reporting.",,,,No,,,,Yes,Daily,Desktop,,Monitoring
SCJV - Pilbara Ports,Portside CEMP,,Audits and Inspections,PCEMP-182,Daily Workplace Inspections: Daily site overview for enviro issues and to record activities undertaken and site conditions.,SCJV,SCJV - Senior Environmental Advisor,During Construction,1/1/2027,,Not Started,"To be undertaken daily:
�	To record site conditions
�	HSSE checks
�	To record activities completed
�	Photos taken to evidence activities and site conditions",Daily report to be provided to OWNER. Data collection through Synchro Perform and Taregt Zero (Clough Systems),Verify compliance through audits and reporting.,,,,Yes,Daily,,,Yes,Daily,Desktop,,Monitoring
SCJV - Pilbara Ports,Portside CEMP,,Audits and Inspections,PCEMP-183,Weekly Environmental Inspections: To ensure KPIs from CEMP are being met as well as other environmental approval conditions.,SCJV,SCJV - Senior Environmental Advisor,During Construction,1/1/2027,,Not Started,"To be undertaken weekly:
�	Loss Prevention Inspection
�	Hazard inspections
�	Environmental inspections
�	To monitor higher risk activities
�	To inspect areas that aren�t otherwise monitored routinely (i.e. laydown areas)",To be part of monthly environmental report. Data collection through Target Zero app.,Verify compliance through audits and reporting.,,,,Yes,Weekly,,,Yes,Weekly,Desktop,,Monitoring
SCJV - Pilbara Ports,Portside CEMP,,Audits and Inspections,PCEMP-184,Sub-Contractor Environmental Inspections: sub-contractors to monitor and collect data for their specific work activities or environment.,SCJV,SCJV - Construction Supervisor,During Construction,1/1/2027,,Not Started,"To be undertaken weekly: Environmental Lead or delegate will tailor the inspections relevant to activities and areas.
Agreed with subcontractors at mobilisation and in kick off meetings.
Data will be provided for NGERS reporting.",To be part of monthly environmental report. Data collection through Target Zero (long-term) and LPI (short-term).,Verify compliance through audits and reporting.,,,,Yes,Weekly,,,Yes,Weekly,Desktop,,Monitoring
SCJV - Pilbara Ports,Portside CEMP,,Audits and Inspections,PCEMP-185,Rain Event Inspections: To secure the PROJECT and prevent any discharges or environmental harm occurring during extreme weather (rainfall) events.,SCJV,SCJV - Senior Environmental Advisor,During Construction,1/1/2027,,Not Started,"To be undertaken when extreme weather events are forecast for the PROJECT site: �	Ensure stormwater management systems are in operation
�	Ensure erosion and sediment controls are in place
�	Ensure hazardous substances and hydrocarbons storage bunds are in place.
�	Secure waste / stockpiles
�	Ensure field equipment has been demobilized safely",Data collection through Target Zero app.,Verify compliance through audits and reporting.,,,,Yes,Extreme Weather,,,Yes,Extreme Weather,Desktop,,Monitoring
SCJV - Pilbara Ports,Portside CEMP,,Audits and Inspections,PCEMP-186,Mobilisation Inspection: To eradicate biosecurity controls and identify quarantine risks.,SCJV,SCJV - Lead Environmental Advisor,During Construction,1/1/2027,,Not Started,"To be undertaken when new equipment/plant arrive on site: �	Ensure equipment/plant is clean
�	Visual inspection",Data collection through CATT/MEX (Clough System),Verify compliance through audits and reporting.,,,,Yes,Mobilisation,,,Yes,Mobilisation,Desktop,,Monitoring
SCJV - Pilbara Ports,Portside CEMP,,Audits and Inspections,PCEMP-187,Pre-start Equipment Inspections: To ensure machinery and equipment is maintained and operated to required standards. To capture any issues that have the potential to cause environmental harm.,SCJV,SCJV - Construction Supervisor,During Construction,1/1/2027,,Not Started,"To be undertaken daily: �	Report faults
�	Capture any risks for hydrocarbons and hazardous substances
�	Capture calibrations",Data collection through CATT/MEX (Clough System),Verify compliance through audits and reporting.,,,,Yes,As required,,,Yes,Daily,Desktop,,Monitoring
SCJV - Pilbara Ports,Portside CEMP,,Audits and Inspections,PCEMP-188,"Monthly Environmental Inspections: A more detailed inspection for environmental and heritage aspects.
To ensure that environmental approvals conditions are being met.",SCJV,SCJV - Lead Environmental Advisor,During Construction,1/1/2027,,Not Started,"To be undertaken monthly: High and medium risk project issues. Data will be provided for NGERS reporting.
A Monthly Portside Environmental Inspection will be developed.",To be part of monthy environmental report. Data collection through Target Zero (Clough System),Verify compliance through audits and reporting.,,,,Yes,Monthly,,,Yes,Monthly,Desktop,,Monitoring
SCJV - Pilbara Ports,Portside CEMP,,Audits and Inspections,PCEMP-189,"Contractor Audits: To ensure compliance with this CEMP, relevant controls and environmental approvals conditions, confirmed management plans and the EMS (ISO 14001)",SCJV,SCJV - Project Environmental Representative,During Construction,1/1/2027,,Not Started,"To be undertaken quarterly: CONTRACTOR Environmental Management representatives, in consultation with the CONTRACTOR Leadership Team will decide the scope and timing of PROJECT audits.
Audit scopes will reflect the status, importance and level of risk associated with the activity.",Data collection in audit reports provided to the OWNER.,Verify compliance through audits and reporting.,,,,Yes,Quarterly,,,Yes,Quarterly,Desktop,,Monitoring
SCJV - Pilbara Ports,Portside CEMP,,Audits and Inspections,PCEMP-190,"Demobilisation Audit: To ensure plant and subcontractor demobilisation is conducted as agreed.
To ensure work area is suitable for next contractor.",SCJV,SCJV - Senior Environmental Advisor,Prior to Sub-Contractor decommissioning,1/101/2027,,Not Started,"To be agreed in sub-contractor contracts.
To ensure no environmental harm was caused.",,Verify compliance through audits and reporting.,,,,Yes,Decommissioning,,,Yes,Decommissioning,Site,,Monitoring
SCJV - Pilbara Ports,Portside CEMP,,Audits and Inspections,PCEMP-191,Decommissioning: To ensure CONTRACTOR demobilisation is conducted as agreed.,SCJV,OWNER Environment and Heritage Manager,Prior to CONTRACTOR decommissioning,1/1/2027,,Not Started,To be undertaken 3 months prior to completion and final day of CONTRACTOR demobilisation: Scope is to be determined closer to decomissioning by the OWNER.,Data collection methods and reporting to be determined closer to decomissioning,Verify compliance through audits and reporting.,,,,Yes,Decommissioning,,,Yes,Decommissioning,Site,,Monitoring
SCJV - Pilbara Ports,Portside CEMP,,Audits and Inspections,PCEMP-193,"In accordance with section 14.1.1 of the OWNER Environmental Management Plan, the OWNER may undertake environmental inspections of all PROJECT work areas and activities at any time.",Perdaman,Perdaman - Management,During Construction,1/1/2027,,Not Started,"�	These scope of these inspections shall be determined by the OWNER and will ensure compliance to PROJECT environmental approval conditions, confirmed management plans and OWNER management plans. They may include. Hazardous materials storage and handling;
�	Dust and other emissions management;
�	Refuelling activities;
�	Noise management;
�	Stormwater management including sediment basins and ponds;
�	Spills, leaks and contaminated ground;
�	Waste management (liquid and solid); and
�	Environmental incidents and corrective action close out.",Compliance audits will also be undertaken as per Table 16 and will provide audit reports to the OWNER to demonstrate compliance.,Verify compliance through audits and reporting.,,,,No,,,,Yes,As required,Desktop,,Monitoring
SCJV - Pilbara Ports,Portside CEMP,,Administration,PCEMP-194,"The CONTRACTOR will provide its own non-conformance tracking system for the PROJECT. All PROJECT corrective actions shall be entered into this system to enable close out of the incidents. The CONTRACTOR HSSE Data Management system (InControl) will be used to record, monitor and follow-up on action items. The CONTRACTOR Management Team is responsible for ensuring corrective and preventative actions have been implemented. The PROJECT shall also log all hazards into Target Zero, ensuring that the hazard is risk assessed and appropriate controls and any actions are assigned to manage the hazard.",SCJV,SCJV - Environmental Lead,Throughout the project,1/1/2027,,Not Started,,,Verify compliance through audits and reporting.,,,,No,,,,Yes,Quarterly,Desktop,,Reporting
SCJV - Pilbara Ports,Portside CEMP,,,PCEMP-195,The Subcontractor is responsible for managing its non-conformances and corrective actions within this system. A �corrective actions� register must be maintained by the Subcontractor and shall record all corrective actions identified and implemented including review of corrective actions and close out details. This register must be maintained on site by the Subcontractor. The close out details shall include Corrective actions where the initial risk level is high or extreme must be prioritised and closed in a timely manner.,SCJV,SCJV - Environmental Lead,Throughout the project,10/1/2027,,Not Started,,,Verify compliance through audits and reporting.,,,,No,,,,Yes,Quarterly,Desktop,,Reporting
SCJV - Pilbara Ports,Portside CEMP,,Administration,PCEMP-196,All incident notifications and investigations will be entered into the CONTRACTOR incident management system (InControl). This system will also act as the Incident Register and allows the PROJECT to monitor and analyse incident trends.,SCJV,SCJV - Lead Environmental Advisor,Throughout the project,10/1/2027,,Not Started,This system can be found at: http://inx.australia.corp.clough.com/InControl/Default.aspx,,Verify compliance through audits and reporting.,,,,No,,,,Yes,Quarterly,Desktop,,Incident response
SCJV - Pilbara Ports,Portside CEMP,,Reporting,PCEMP-197,Notifiable Incident: MS1180 - Any non-compliance with any conditions in MS1180.,SCJV,SCJV - Environmental Lead,Throughout the project,10/1/2027,,Not Started,Written notification must be provided within seven days,,Verify compliance through audits and reporting.,,,,No,,,,,,Desktop,,Incident response
SCJV - Pilbara Ports,Portside CEMP,,Reporting,PCEMP-198,Notifiable Incident: EPBC 2018/8383 - Any incident or non-compliance with the conditions; or non-compliance with the commitments made in confirmed management plans,SCJV,SCJV - Environmental Lead,Throughout the project,10/1/2027,,Not Started,Written notification must be provided within seven days. Provide supporting information for the OWNER to provide to DCCEEW within seven days.,,Verify compliance through audits and reporting.,,,,No,,,,,,Desktop,,Incident response
